
begin to compute gravity matrix
computing 4980-th point: lon=99.300002 lat=24.188518
computing 172-th point: lon=97.533305 lat=23.690768
computing 7360-th point: lon=100.166705 lat=23.724018
computing 2527-th point: lon=98.400001 lat=24.055814
computing 4981-th point: lon=99.300002 lat=24.155364
computing 173-th point: lon=97.533305 lat=23.657614
computing 7361-th point: lon=100.166705 lat=23.690768
computing 4982-th point: lon=99.300002 lat=24.122211
computing 2528-th point: lon=98.400001 lat=24.022661
computing 174-th point: lon=97.533305 lat=23.624468
computing 7362-th point: lon=100.166705 lat=23.657614
computing 4983-th point: lon=99.300002 lat=24.088961
computing 175-th point: lon=97.533305 lat=23.591218
computing 2529-th point: lon=98.400001 lat=23.989411
computing 4984-th point: lon=99.300002 lat=24.055814
computing 7363-th point: lon=100.166705 lat=23.624468
computing 176-th point: lon=97.533305 lat=23.558078
computing 2530-th point: lon=98.400001 lat=23.956264
computing 177-th point: lon=97.533305 lat=23.524924
computing 7364-th point: lon=100.166705 lat=23.591218
computing 4985-th point: lon=99.300002 lat=24.022661
computing 2531-th point: lon=98.400001 lat=23.923111
computing 7365-th point: lon=100.166705 lat=23.558078
computing 178-th point: lon=97.533305 lat=23.491682
computing 4986-th point: lon=99.300002 lat=23.989411
computing 2532-th point: lon=98.400001 lat=23.889861
computing 179-th point: lon=97.533305 lat=23.458535
computing 7366-th point: lon=100.166705 lat=23.524924
computing 4987-th point: lon=99.300002 lat=23.956264
computing 2533-th point: lon=98.400001 lat=23.856714
computing 180-th point: lon=97.533305 lat=23.425381
computing 4988-th point: lon=99.300002 lat=23.923111
computing 7367-th point: lon=100.166705 lat=23.491682
computing 2534-th point: lon=98.400001 lat=23.823561
computing 181-th point: lon=97.533305 lat=23.392139
computing 4989-th point: lon=99.300002 lat=23.889861
computing 7368-th point: lon=100.166705 lat=23.458535
computing 182-th point: lon=97.533305 lat=23.358992
computing 2535-th point: lon=98.400001 lat=23.790311
computing 4990-th point: lon=99.300002 lat=23.856714
computing 7369-th point: lon=100.166705 lat=23.425381
computing 183-th point: lon=97.566705 lat=26.345977
computing 2536-th point: lon=98.400001 lat=23.757164
computing 4991-th point: lon=99.300002 lat=23.823561
computing 7370-th point: lon=100.166705 lat=23.392139
computing 184-th point: lon=97.566705 lat=26.312809
computing 4992-th point: lon=99.300002 lat=23.790311
computing 7371-th point: lon=100.166705 lat=23.358992
computing 2537-th point: lon=98.400001 lat=23.724018
computing 185-th point: lon=97.566705 lat=26.279546
computing 4993-th point: lon=99.300002 lat=23.757164
computing 7372-th point: lon=100.199995 lat=26.345977
computing 186-th point: lon=97.566705 lat=26.246386
computing 2538-th point: lon=98.400001 lat=23.690768
computing 7373-th point: lon=100.199995 lat=26.312809
computing 187-th point: lon=97.566705 lat=26.213219
computing 4994-th point: lon=99.300002 lat=23.724018
computing 2539-th point: lon=98.400001 lat=23.657614
computing 7374-th point: lon=100.199995 lat=26.279546
computing 188-th point: lon=97.566705 lat=26.179955
computing 4995-th point: lon=99.300002 lat=23.690768
computing 2540-th point: lon=98.400001 lat=23.624468
computing 7375-th point: lon=100.199995 lat=26.246386
computing 189-th point: lon=97.566705 lat=26.146795
computing 4996-th point: lon=99.300002 lat=23.657614
computing 2541-th point: lon=98.400001 lat=23.591218
computing 190-th point: lon=97.566705 lat=26.113634
computing 7376-th point: lon=100.199995 lat=26.213219
computing 4997-th point: lon=99.300002 lat=23.624468
computing 2542-th point: lon=98.400001 lat=23.558078
computing 191-th point: lon=97.566705 lat=26.080365
computing 7377-th point: lon=100.199995 lat=26.179955
computing 4998-th point: lon=99.300002 lat=23.591218
computing 2543-th point: lon=98.400001 lat=23.524924
computing 192-th point: lon=97.566705 lat=26.047204
computing 7378-th point: lon=100.199995 lat=26.146795
computing 4999-th point: lon=99.300002 lat=23.558078
computing 193-th point: lon=97.566705 lat=26.014043
computing 7379-th point: lon=100.199995 lat=26.113634
computing 2544-th point: lon=98.400001 lat=23.491682
computing 5000-th point: lon=99.300002 lat=23.524924
computing 194-th point: lon=97.566705 lat=25.980780
computing 7380-th point: lon=100.199995 lat=26.080365
computing 2545-th point: lon=98.400001 lat=23.458535
computing 5001-th point: lon=99.300002 lat=23.491682
computing 195-th point: lon=97.566705 lat=25.947620
computing 7381-th point: lon=100.199995 lat=26.047204
computing 2546-th point: lon=98.400001 lat=23.425381
computing 5002-th point: lon=99.300002 lat=23.458535
computing 196-th point: lon=97.566705 lat=25.914459
computing 7382-th point: lon=100.199995 lat=26.014043
computing 2547-th point: lon=98.400001 lat=23.392139
computing 5003-th point: lon=99.300002 lat=23.425381
computing 197-th point: lon=97.566705 lat=25.881196
computing 7383-th point: lon=100.199995 lat=25.980780
computing 198-th point: lon=97.566705 lat=25.848036
computing 2548-th point: lon=98.400001 lat=23.358992
computing 5004-th point: lon=99.300002 lat=23.392139
computing 7384-th point: lon=100.199995 lat=25.947620
computing 199-th point: lon=97.566705 lat=25.814868
computing 2549-th point: lon=98.433299 lat=26.345977
computing 5005-th point: lon=99.300002 lat=23.358992
computing 7385-th point: lon=100.199995 lat=25.914459
computing 2550-th point: lon=98.433299 lat=26.312809
computing 200-th point: lon=97.566705 lat=25.781612
computing 5006-th point: lon=99.333299 lat=26.345977
computing 7386-th point: lon=100.199995 lat=25.881196
computing 2551-th point: lon=98.433299 lat=26.279546
computing 201-th point: lon=97.566705 lat=25.748451
computing 5007-th point: lon=99.333299 lat=26.312809
computing 7387-th point: lon=100.199995 lat=25.848036
computing 2552-th point: lon=98.433299 lat=26.246386
computing 5008-th point: lon=99.333299 lat=26.279546
computing 202-th point: lon=97.566705 lat=25.715291
computing 7388-th point: lon=100.199995 lat=25.814868
computing 2553-th point: lon=98.433299 lat=26.213219
computing 5009-th point: lon=99.333299 lat=26.246386
computing 203-th point: lon=97.566705 lat=25.682028
computing 7389-th point: lon=100.199995 lat=25.781612
computing 2554-th point: lon=98.433299 lat=26.179955
computing 204-th point: lon=97.566705 lat=25.648867
computing 5010-th point: lon=99.333299 lat=26.213219
computing 7390-th point: lon=100.199995 lat=25.748451
computing 2555-th point: lon=98.433299 lat=26.146795
computing 205-th point: lon=97.566705 lat=25.615707
computing 5011-th point: lon=99.333299 lat=26.179955
computing 7391-th point: lon=100.199995 lat=25.715291
computing 206-th point: lon=97.566705 lat=25.582451
computing 5012-th point: lon=99.333299 lat=26.146795
computing 2556-th point: lon=98.433299 lat=26.113634
computing 207-th point: lon=97.566705 lat=25.549290
computing 7392-th point: lon=100.199995 lat=25.682028
computing 2557-th point: lon=98.433299 lat=26.080365
computing 5013-th point: lon=99.333299 lat=26.113634
computing 208-th point: lon=97.566705 lat=25.516129
computing 7393-th point: lon=100.199995 lat=25.648867
computing 2558-th point: lon=98.433299 lat=26.047204
computing 5014-th point: lon=99.333299 lat=26.080365
computing 7394-th point: lon=100.199995 lat=25.615707
computing 2559-th point: lon=98.433299 lat=26.014043
computing 209-th point: lon=97.566705 lat=25.482873
computing 5015-th point: lon=99.333299 lat=26.047204
computing 7395-th point: lon=100.199995 lat=25.582451
computing 210-th point: lon=97.566705 lat=25.449713
computing 5016-th point: lon=99.333299 lat=26.014043
computing 2560-th point: lon=98.433299 lat=25.980780
computing 7396-th point: lon=100.199995 lat=25.549290
computing 211-th point: lon=97.566705 lat=25.416552
computing 5017-th point: lon=99.333299 lat=25.980780
computing 2561-th point: lon=98.433299 lat=25.947620
computing 212-th point: lon=97.566705 lat=25.383296
computing 7397-th point: lon=100.199995 lat=25.516129
computing 5018-th point: lon=99.333299 lat=25.947620
computing 2562-th point: lon=98.433299 lat=25.914459
computing 213-th point: lon=97.566705 lat=25.350135
computing 7398-th point: lon=100.199995 lat=25.482873
computing 5019-th point: lon=99.333299 lat=25.914459
computing 2563-th point: lon=98.433299 lat=25.881196
computing 214-th point: lon=97.566705 lat=25.316975
computing 7399-th point: lon=100.199995 lat=25.449713
computing 5020-th point: lon=99.333299 lat=25.881196
computing 2564-th point: lon=98.433299 lat=25.848036
computing 215-th point: lon=97.566705 lat=25.283719
computing 7400-th point: lon=100.199995 lat=25.416552
computing 5021-th point: lon=99.333299 lat=25.848036
computing 2565-th point: lon=98.433299 lat=25.814868
computing 216-th point: lon=97.566705 lat=25.250558
computing 7401-th point: lon=100.199995 lat=25.383296
computing 5022-th point: lon=99.333299 lat=25.814868
computing 2566-th point: lon=98.433299 lat=25.781612
computing 217-th point: lon=97.566705 lat=25.217404
computing 5023-th point: lon=99.333299 lat=25.781612
computing 2567-th point: lon=98.433299 lat=25.748451
computing 7402-th point: lon=100.199995 lat=25.350135
computing 218-th point: lon=97.566705 lat=25.184148
computing 5024-th point: lon=99.333299 lat=25.748451
computing 7403-th point: lon=100.199995 lat=25.316975
computing 219-th point: lon=97.566705 lat=25.150987
computing 5025-th point: lon=99.333299 lat=25.715291
computing 7404-th point: lon=100.199995 lat=25.283719
computing 2568-th point: lon=98.433299 lat=25.715291
computing 220-th point: lon=97.566705 lat=25.117834
computing 5026-th point: lon=99.333299 lat=25.682028
computing 7405-th point: lon=100.199995 lat=25.250558
computing 221-th point: lon=97.566705 lat=25.084578
computing 2569-th point: lon=98.433299 lat=25.682028
computing 5027-th point: lon=99.333299 lat=25.648867
computing 222-th point: lon=97.566705 lat=25.051417
computing 2570-th point: lon=98.433299 lat=25.648867
computing 7406-th point: lon=100.199995 lat=25.217404
computing 223-th point: lon=97.566705 lat=25.018263
computing 5028-th point: lon=99.333299 lat=25.615707
computing 2571-th point: lon=98.433299 lat=25.615707
computing 7407-th point: lon=100.199995 lat=25.184148
computing 2572-th point: lon=98.433299 lat=25.582451
computing 5029-th point: lon=99.333299 lat=25.582451
computing 224-th point: lon=97.566705 lat=24.985007
computing 7408-th point: lon=100.199995 lat=25.150987
computing 2573-th point: lon=98.433299 lat=25.549290
computing 225-th point: lon=97.566705 lat=24.951853
computing 5030-th point: lon=99.333299 lat=25.549290
computing 7409-th point: lon=100.199995 lat=25.117834
computing 7410-th point: lon=100.199995 lat=25.084578
computing 5031-th point: lon=99.333299 lat=25.516129
computing 2574-th point: lon=98.433299 lat=25.516129
computing 226-th point: lon=97.566705 lat=24.918693
computing 7411-th point: lon=100.199995 lat=25.051417
computing 227-th point: lon=97.566705 lat=24.885437
computing 5032-th point: lon=99.333299 lat=25.482873
computing 2575-th point: lon=98.433299 lat=25.482873
computing 7412-th point: lon=100.199995 lat=25.018263
computing 228-th point: lon=97.566705 lat=24.852283
computing 5033-th point: lon=99.333299 lat=25.449713
computing 2576-th point: lon=98.433299 lat=25.449713
computing 229-th point: lon=97.566705 lat=24.819129
computing 7413-th point: lon=100.199995 lat=24.985007
computing 2577-th point: lon=98.433299 lat=25.416552
computing 5034-th point: lon=99.333299 lat=25.416552
computing 230-th point: lon=97.566705 lat=24.785873
computing 7414-th point: lon=100.199995 lat=24.951853
computing 2578-th point: lon=98.433299 lat=25.383296
computing 5035-th point: lon=99.333299 lat=25.383296
computing 231-th point: lon=97.566705 lat=24.752719
computing 7415-th point: lon=100.199995 lat=24.918693
computing 2579-th point: lon=98.433299 lat=25.350135
computing 5036-th point: lon=99.333299 lat=25.350135
computing 7416-th point: lon=100.199995 lat=24.885437
computing 2580-th point: lon=98.433299 lat=25.316975
computing 232-th point: lon=97.566705 lat=24.719565
computing 5037-th point: lon=99.333299 lat=25.316975
computing 7417-th point: lon=100.199995 lat=24.852283
computing 233-th point: lon=97.566705 lat=24.686309
computing 2581-th point: lon=98.433299 lat=25.283719
computing 5038-th point: lon=99.333299 lat=25.283719
computing 234-th point: lon=97.566705 lat=24.653155
computing 7418-th point: lon=100.199995 lat=24.819129
computing 2582-th point: lon=98.433299 lat=25.250558
computing 5039-th point: lon=99.333299 lat=25.250558
computing 235-th point: lon=97.566705 lat=24.620002
computing 7419-th point: lon=100.199995 lat=24.785873
computing 2583-th point: lon=98.433299 lat=25.217404
computing 5040-th point: lon=99.333299 lat=25.217404
computing 236-th point: lon=97.566705 lat=24.586746
computing 7420-th point: lon=100.199995 lat=24.752719
computing 2584-th point: lon=98.433299 lat=25.184148
computing 5041-th point: lon=99.333299 lat=25.184148
computing 237-th point: lon=97.566705 lat=24.553592
computing 7421-th point: lon=100.199995 lat=24.719565
computing 2585-th point: lon=98.433299 lat=25.150987
computing 5042-th point: lon=99.333299 lat=25.150987
computing 238-th point: lon=97.566705 lat=24.520438
computing 2586-th point: lon=98.433299 lat=25.117834
computing 7422-th point: lon=100.199995 lat=24.686309
computing 5043-th point: lon=99.333299 lat=25.117834
computing 239-th point: lon=97.566705 lat=24.487189
computing 2587-th point: lon=98.433299 lat=25.084578
computing 7423-th point: lon=100.199995 lat=24.653155
computing 5044-th point: lon=99.333299 lat=25.084578
computing 2588-th point: lon=98.433299 lat=25.051417
computing 7424-th point: lon=100.199995 lat=24.620002
computing 240-th point: lon=97.566705 lat=24.454035
computing 5045-th point: lon=99.333299 lat=25.051417
computing 2589-th point: lon=98.433299 lat=25.018263
computing 7425-th point: lon=100.199995 lat=24.586746
computing 5046-th point: lon=99.333299 lat=25.018263
computing 7426-th point: lon=100.199995 lat=24.553592
computing 2590-th point: lon=98.433299 lat=24.985007
computing 5047-th point: lon=99.333299 lat=24.985007
computing 7427-th point: lon=100.199995 lat=24.520438
computing 2591-th point: lon=98.433299 lat=24.951853
computing 5048-th point: lon=99.333299 lat=24.951853
computing 241-th point: lon=97.566705 lat=24.420881
computing 7428-th point: lon=100.199995 lat=24.487189
computing 5049-th point: lon=99.333299 lat=24.918693
computing 242-th point: lon=97.566705 lat=24.387625
computing 2592-th point: lon=98.433299 lat=24.918693
computing 243-th point: lon=97.566705 lat=24.354478
computing 5050-th point: lon=99.333299 lat=24.885437
computing 7429-th point: lon=100.199995 lat=24.454035
computing 2593-th point: lon=98.433299 lat=24.885437
computing 7430-th point: lon=100.199995 lat=24.420881
computing 244-th point: lon=97.566705 lat=24.321324
computing 2594-th point: lon=98.433299 lat=24.852283
computing 7431-th point: lon=100.199995 lat=24.387625
computing 5051-th point: lon=99.333299 lat=24.852283
computing 2595-th point: lon=98.433299 lat=24.819129
computing 7432-th point: lon=100.199995 lat=24.354478
computing 245-th point: lon=97.566705 lat=24.288068
